cod;municipio;UF;votos;numeroafiliados;txalfabetizacao;energiaeletrica;perccatolicos;rendapercapita2010;percate40anos;qtnovodepfed;percvotonovo;SOBRE60;E_ANOSESTUDO;T_ANALF18M;GINI;RDPC;P_FORMAL;P_SUPER;TRABCC;TRABPUB;TRABSC;PEA18M;PESO18;pesoRUR;pesotot;pesourb;IDHM
1506104;PRIMAVERA;PA;29;0;80,5;96,79;0,843605942;366,05;0,340085703;0;0,004562618;84,05;7,62;22,81;0,65;279,74;13,29;2,74;5,86;5,29;24,07;4009;6356;3877;10268;6391;0,577
2611408;PRIMAVERA;PE;28;0;73,8;99,13;0,748694604;339,06;0,380087804;10;0,003214696;83,59;8,15;30,37;0,44;281,27;43,29;4,25;37,67;4,02;28,51;4997;8710;4860;13439;8579;0,58
1101476;PRIMAVERA DE RONDÔNIA;RO;47;0;88,2;95,46;0,657452764;509,44;0,333427923;3;0,020102652;86,72;9,65;14,63;0,52;442,61;45,76;4,09;20,27;11,4;18,04;1340;2338;2240;3524;1284;0,641
5107040;PRIMAVERA DO LESTE;MT;516;6;95,7;99,56;0,739871442;1116,13;0,424749357;13;0,014383275;84,1;9,35;5,05;0,51;990,05;64,56;13,44;50,28;5,78;17,81;26920;35875;2795;52066;49271;0,752
2109403;PRIMEIRA CRUZ;MA;11;0;75,4;78,83;0,897402597;180,55;0,323778128;0;0,001458306;78,86;8,69;28,37;0,6;129,85;22,61;3,01;4,13;6,35;19,26;3479;7543;9665;13954;4289;0,512
4120507;PRIMEIRO DE MAIO;PR;99;1;90,4;99,77;0,864050633;653,89;0,319146972;16;0,012138303;83,04;10,04;11,17;0,45;604,96;52,48;8,49;41,48;2,03;26,73;4828;8156;749;10832;10083;0,701
4214151;PRINCESA;SC;40;0;90,6;99,52;0,911000553;692,65;0,345540247;16;0,020151134;82,22;11,56;11,08;0,42;626,1;47,32;2,23;19,28;7,39;11,2;1544;1985;1754;2758;1004;0,706
2512309;PRINCESA ISABEL;PB;51;0;77;99,37;0,951868535;391,25;0,362213974;2;0,003583222;78,68;9,55;27,34;0,47;334,74;28,14;6,05;17,82;8,25;37,32;8616;14233;6755;21283;14528;0,606
5218391;PROFESSOR JAMIL;GO;18;0;86,1;99,54;0,570143149;594,89;0,314603273;6;0,007728639;82,23;10,47;16,36;0,43;526,65;39,19;6,52;17,98;12,91;33,57;1469;2329;978;3239;2261;0,684
4315156;PROGRESSO;RS;51;0;92;99,8;0,968448165;725,66;0,304883985;18;0,011238431;85,96;10,14;9,54;0,4;643,93;28,72;3,92;13,15;3,76;9,87;3761;4538;4290;6163;1873;0,683
3541604;PROMISSÃO;SP;484;6;94,8;99,91;0,726000523;825,37;0,357655435;47;0,018609659;84,73;10,83;5,91;0,43;726;71,39;10,11;61,73;4,02;10,46;17160;26008;5604;35674;30070;0,743
2805703;PROPRIÁ;SE;112;2;82,8;99,22;0,908690384;472,46;0,360479421;2;0,00587618;84,46;8,98;20,05;0,54;400,35;47,32;8,94;36,77;4,59;23,81;11499;19060;4061;28451;24390;0,661
4315172;PROTÁSIO ALVES;RS;58;0;93,4;99,68;0,995186522;1184,66;0,277;18;0,036477987;83,95;10,61;7,36;0,52;972,84;43,98;3,64;25,89;8,35;8,96;1061;1590;1573;2000;427;0,733
3153608;PRUDENTE DE MORAIS;MG;150;0;94;99,89;0,78627732;572,89;0,369267732;37;0,022391402;79,03;9,4;7,03;0,42;481,48;69,43;5,69;59,16;7,42;17,24;4489;6699;374;9573;9199;0,69
4120606;PRUDENTÓPOLIS;PR;382;6;92,8;94,99;0,941156546;583,02;0,339215445;16;0,011279417;81,34;10,27;8,46;0,47;497,84;47,96;6,91;25,06;2;13,31;26363;33867;26329;48792;22463;0,676
1718451;PUGMIL;TO;6;0;88,5;95,55;0,710776545;434,95;0,339805825;0;0,004129387;87,6;9,3;14,11;0,44;380,52;58,11;5,89;34,01;22,51;23,32;997;1453;365;2369;2004;0,669
2410405;PUREZA;RN;19;0;74,3;97,58;0,86572027;233,33;0,334045584;5;0,00364194;84,31;8,75;30,69;0,53;198,93;25,83;6,79;23,74;0,41;37,06;2268;5217;5428;8424;2996;0,567
4315206;PUTINGA;RS;25;0;91,8;99,7;0,992349107;814,54;0,282298962;18;0,008005123;86,97;11,18;9,09;0,42;826,94;37,61;5,97;16,45;6,2;10,83;2581;3123;2564;4141;1577;0,715
2512408;PUXINANÃ;PB;36;1;80,4;99,13;0,909270705;321,63;0,353555676;2;0,004165702;82,23;10,24;23,27;0,45;283,93;29,11;3,01;24,89;1,89;23,84;5768;8642;8706;12923;4217;0,617
3541653;QUADRA;SP;41;0;91,5;99,9;0,861181222;764,46;0,326946848;47;0,017521368;82,25;10,55;9,83;0,49;625,35;51,6;6,27;39,34;8,39;22,95;1518;2340;2408;3236;828;0,678
4315305;QUARAÍ;RS;131;1;94,8;99,39;0,712666705;675,3;0,300073846;18;0,007980506;85,25;9,32;5,92;0,5;528,64;48,39;8,36;27,97;11,22;26,92;10029;16415;1711;23021;21310;0,704
3153707;QUARTEL GERAL;MG;39;0;89,1;99,1;0,925022584;592,19;0,312745988;37;0,016702355;83,58;7,81;12,89;0,45;539,78;60,99;5,29;43,27;13,51;22,63;1333;2335;537;3303;2766;0,683
4120655;QUARTO CENTENÁRIO;PR;53;0;88,4;99,74;0,891456206;702,72;0,333401977;16;0,015091116;82,41;10,07;13,78;0,61;723,41;54,89;7,79;46,68;3,16;23,96;2240;3512;1944;4856;2912;0,71
3541703;QUATÁ;SP;110;1;92,7;99,93;0,748224432;741,71;0,362528323;47;0,011942243;81,56;11,3;8,54;0,41;648,64;77,76;10,23;61,43;9,84;13,77;6103;9211;788;12799;12011;0,738
4120705;QUATIGUÁ;PR;34;0;92,1;99,88;0,829500397;633,38;0,338821859;16;0,006386176;81,04;10,08;9;0,41;590,85;56,46;8,11;44,17;3,8;25,96;3412;5324;673;7045;6372;0,714
1506112;QUATIPURU;PA;33;0;78,3;96,53;0,814220183;302,26;0,342921602;0;0,004426559;79,94;7,21;25,08;0,6;244,9;17,15;2,33;7,85;6,52;18,36;4418;7455;7098;12411;5313;0,543
3304128;QUATIS;RJ;148;1;93,8;99,68;0,818461933;620,37;0,360744157;19;0,016097455;79,79;8,16;7,17;0,42;535,96;69,67;8,75;61,58;3,27;15,26;6019;9194;764;12793;12029;0,69
4120804;QUATRO BARRAS;PR;466;3;95,6;99,8;0,667507205;881,81;0,380081608;16;0,034022049;83,52;9,35;5,05;0,47;800,4;72,77;9,86;60,92;6,96;13,74;10081;13697;1910;19851;17941;0,742
4315313;QUATRO IRMÃOS;RS;11;0;90,7;97,9;0,81919715;645,76;0,318309859;18;0,008560311;83,57;9,5;10,27;0,47;602,95;64,3;3,63;28,65;11,98;10,85;936;1285;859;1775;916;0,689
4120853;QUATRO PONTES;PR;67;0;98,9;100;0,83302617;1134,95;0,320010518;16;0,023296245;84,13;12,14;1,32;0,47;1093,43;73,52;9,44;36,71;7,5;12,48;2117;2876;1366;3803;2437;0,791
2707602;QUEBRANGULO;AL;9;1;71,2;95,95;0,87112454;274,65;0,352700348;3;0,001225657;84,25;8,99;35,44;0,53;224,78;21,94;3,97;11,14;9,7;34,82;3598;7343;5006;11480;6474;0,559
4120903;QUEDAS DO IGUAÇU;PR;169;3;90;97,71;0,902191312;703,15;0,33821271;16;0,008349802;79,91;8,76;12,02;0,58;586,88;49,52;7,64;37,41;3,48;15,18;14523;20240;9618;30605;20987;0,681
2208650;QUEIMADA NOVA;PI;13;0;71,3;94,93;0,975107617;217,09;0,35379399;0;0,002260476;82,59;7,57;33,72;0,53;168,78;17,61;2,95;11,93;5,36;22,07;2872;5751;7397;8553;1156;0,515
2925808;QUEIMADAS;BA;30;0;78,6;89,26;0,884407589;288,13;0,32692464;8;0,00186347;83,25;9,23;25,7;0,51;245,7;21,3;3,19;12,24;6,12;39,73;9898;16099;12110;24602;12492;0,592
2512507;QUEIMADAS;PB;111;2;79,5;99,52;0,895187029;335,22;0,351628541;2;0,004042538;86,5;8,95;24,26;0,46;292,5;40,7;3,39;33,59;3,09;20,22;16687;27458;18813;41049;22236;0,608
3304144;QUEIMADOS;RJ;335;4;94,5;99,85;0,411135763;529,7;0,363418912;19;0,00353342;80,3;8,78;6;0,43;484,4;62,98;4,69;54,22;4,37;20,29;59758;94809;0;137962;137962;0,68
3541802;QUEIROZ;SP;45;0;88,3;100;0,821769574;579,11;0,368233618;47;0,023376623;81,26;11,7;14,18;0,42;491,84;77,06;4,94;73,39;1,8;12,92;1212;1925;423;2808;2385;0,715
3541901;QUELUZ;SP;106;0;94;99,7;0,806654112;580,65;0,379697586;47;0,013202142;82,37;10,29;6,86;0,46;500,25;73,78;8,5;66,98;1,06;14,28;4976;8029;2034;11309;9275;0,722
3153806;QUELUZITO;MG;86;0;93,8;100;0,95982469;534,79;0,291778614;37;0,060097834;81,6;8,55;7,27;0,46;513,72;48,63;5,83;25,13;10,27;24,14;728;1431;1014;1861;847;0,682
5107065;QUERÊNCIA;MT;115;0;91,9;95,84;0,737352445;749,73;0,400214839;13;0,013532596;83,54;7,96;8,55;0,5;628,89;46,42;6,97;29,88;8,86;27,28;6484;8498;7061;13033;5972;0,692
4121000;QUERÊNCIA DO NORTE;PR;29;0;86,2;99,15;0,832020658;556,73;0,339500384;16;0,003560904;81,46;11,43;16,67;0,5;509,13;41,4;6,79;24,21;5,23;25,84;5856;8144;4107;11729;7622;0,688
4315321;QUEVEDOS;RS;11;0;92,3;98,59;0,860596708;553,67;0,32103321;18;0,005786428;82,79;11,01;9,36;0,55;509,07;34,28;5,39;7,98;12,09;24,07;1466;1901;1858;2710;852;0,665
2925907;QUIJINGUE;BA;15;0;69,3;84,2;0,825259516;265,08;0,329183194;8;0,000850967;75,34;8,8;37,73;0,58;228,71;13,76;2,31;8,16;2,96;32,36;10041;17627;20851;27228;6377;0,544
4214201;QUILOMBO;SC;148;0;92,3;99,52;0,904813267;724,76;0,335577674;16;0,019959541;83,34;9,76;8,83;0,39;672,58;52,94;8,32;37,41;3,62;9,57;5779;7415;4502;10248;5746;0,73
4121109;QUINTA DO SOL;PR;41;0;85;99,76;0,771084337;644,79;0,322327044;16;0,011316588;84,44;8,9;17,64;0,44;583,64;61,25;10,32;48,28;3,97;22,47;2528;3623;1277;5088;3811;0,715
3542008;QUINTANA;SP;84;0;91,2;99,64;0,746910529;649,79;0,358927382;47;0,018846758;81,26;11,28;10,01;0,43;581,09;67,12;7,82;60,61;2,25;18,73;2780;4457;510;6004;5494;0,732
4315354;QUINZE DE NOVEMBRO;RS;42;0;96,9;99,92;0,190442225;1068,69;0,303586094;18;0,016502947;84,3;11;3,73;0,47;1046,11;60,45;8,54;21,5;5,78;15,64;2268;2545;1692;3653;1961;0,756
2611507;QUIPAPÁ;PE;33;0;67,6;99,17;0,874956894;265,73;0,334449682;10;0,002212834;81,13;8,97;39,93;0,48;215,92;35,43;4,25;24,59;8,27;28,42;7402;14913;12373;24186;11813;0,552
5218508;QUIRINÓPOLIS;GO;779;1;90,9;99,66;0,785214413;833,74;0,375613142;6;0,024567932;85,82;9,78;10,51;0,46;761,68;56,86;11,66;46,37;3,12;23,27;22019;31708;5057;43220;38163;0,74
3304151;QUISSAMÃ;RJ;106;0;92;99,87;0,789555486;716,04;0,34601324;19;0,007450098;81,04;9,11;9,43;0,53;616,31;61,85;12,62;49,39;6,66;23,29;9571;14228;7246;20242;12996;0,704
4121208;QUITANDINHA;PR;110;0;93,6;99,08;0,855068364;489,19;0,337117444;16;0,009271746;81,3;10,07;7,64;0,47;452,08;39,08;5,38;26,98;3,13;14,43;7423;11864;12202;17089;4887;0,68
2311264;QUITERIANÓPOLIS;CE;10;0;70,4;96,17;0,889380901;247,39;0,32864816;6;0,000755687;84,34;10,04;35,52;0,55;208,58;14,57;5,16;4,66;7,52;33,57;7062;13233;13616;19921;6305;0,594
2611533;QUIXABA;PE;6;0;75;99,45;0,927243143;267,47;0,341148538;10;0,001371115;82,11;8,04;31,01;0,49;216,87;23,17;3,95;20,34;2,44;22,29;2268;4376;4244;6739;2495;0,577
2512606;QUIXABA;PB;9;0;76,4;98,6;0,892938497;308,3;0,36433196;2;0,007922535;80,48;10,48;28,26;0,46;267,39;24,34;1,92;11,67;6,82;34,95;718;1136;1066;1699;633;0,622
2925931;QUIXABEIRA;BA;19;0;72,1;93,15;0,76164559;296,97;0,338706301;8;0,002942999;82,16;8,9;33,33;0,49;241,1;16,39;1,49;4,25;10,95;26,94;4154;6456;5891;9554;3663;0,578
2311306;QUIXADÁ;CE;161;2;78,9;98,92;0,88474308;377,25;0,35039204;6;0,003077923;84,43;9,69;24,88;0,53;317,66;32,51;5,86;25,46;3,85;35,91;30236;52308;23119;80604;57485;0,659
2311355;QUIXELÔ;CE;7;0;66,8;99,08;0,871102265;289,56;0,325133333;6;0,000674504;79,22;10,34;39,42;0,51;242,27;13,39;3,09;8,77;2;38,63;6118;10378;10071;15000;4929;0,591
2311405;QUIXERAMOBIM;CE;66;1;78,1;98,64;0,886232949;370,97;0,340590093;6;0,001381938;85,73;9,35;26,4;0,56;317,45;17,21;5,51;10,3;3,63;45,62;27584;47759;28463;71887;43424;0,642
2311504;QUIXERÉ;CE;25;0;76,4;99,2;0,936882744;301,89;0,37584999;6;0,001906941;84,3;9,73;28,01;0,44;260,79;30,38;4;23,06;5,52;38,62;7367;13110;7482;19412;11930;0,622
2410504;RAFAEL FERNANDES;RN;10;0;77,2;99,18;0,949048913;366,63;0,341432225;5;0,00303306;80,55;9,91;25,99;0,45;311,04;33,36;7,32;15,72;13,91;27,65;1542;3297;1983;4692;2709;0,608
2410603;RAFAEL GODEIRO;RN;6;0;76,9;99,27;0,864255519;327,78;0,31309174;5;0,002819549;85,7;10,88;27,54;0,49;300,88;18,84;7,65;9,51;7,15;38,55;1294;2128;1130;3063;1933;0,654
2925956;RAFAEL JAMBEIRO;BA;23;0;73,2;94,96;0,946319642;283,17;0,320582321;8;0,001555631;83,62;7,71;32,56;0,5;226,94;17,17;3,56;13,86;2,72;25,28;8704;14785;16024;22874;6850;0,564
3542107;RAFARD;SP;113;0;95,5;99,96;0,724228067;788,68;0,370413377;47;0,017798078;82,36;11,25;5,02;0,4;717,07;82,76;8,74;68,58;6,29;8,06;4240;6349;1021;8612;7591;0,745
4121257;RAMILÂNDIA;PR;12;0;86,4;99,51;0,816725283;472,48;0,325108853;16;0,004349402;80,9;8,58;16,75;0,48;426,7;57,83;4,91;39,92;1,64;14,81;1751;2759;2091;4134;2043;0,63
3542206;RANCHARIA;SP;395;0;93,2;99,66;0,767316427;840,47;0,338668241;47;0,018580366;85,65;10,76;7,65;0,47;707,37;68,4;12,65;50,99;5,15;16,48;13921;21259;2976;28804;25828;0,751
4121307;RANCHO ALEGRE;PR;24;0;89,9;99,78;0,773498695;693,6;0,301390645;16;0,008188332;81,5;11,91;11,77;0,49;590,51;52,6;6,71;44,36;0,31;23,58;1884;2931;485;3955;3470;0,707
4121356;RANCHO ALEGRE D'OESTE;PR;25;0;87,4;99,89;0,848388561;584,49;0,335792062;16;0,012135922;83,5;10,91;14,85;0,44;528,21;49,07;7,99;34,14;8,64;23,11;1266;2060;544;2847;2303;0,704
4214300;RANCHO QUEIMADO;SC;84;0;93,6;100;0,525762355;938,86;0,344614265;16;0,040737148;88,35;11,01;7,37;0,42;813,8;62,88;8,39;26,59;6,44;10,98;1577;2062;1458;2748;1290;0,753
2109452;RAPOSA;MA;34;0;85,9;98,82;0,605880092;330,35;0,401375014;0;0,002088067;80,28;9,67;16,45;0,48;274;26,42;3,35;18,78;4,33;30,77;9975;16283;9652;26327;16675;0,626
3153905;RAPOSOS;MG;244;1;95,3;99,79;0,729077043;712,31;0,385934037;37;0,021964173;82,35;8,54;5,32;0,52;646,62;76,85;6,83;69,62;3,49;12,31;6798;11109;790;15342;14552;0,73
3154002;RAUL SOARES;MG;222;0;87,2;98,34;0,926530612;570,4;0,314468049;37;0,012690791;81,56;8,69;14,74;0,51;480,45;33,77;7,55;21,27;6,12;34,58;10536;17493;8334;23818;15484;0,655
4121406;REALEZA;PR;239;0;92,7;99,74;0,915238012;787,06;0,335965234;16;0,020800696;83,45;10,87;8,4;0,43;704,94;62,29;9,23;36,81;3,84;23,8;8888;11490;4542;16338;11796;0,722
4121505;REBOUÇAS;PR;148;1;93,9;96,43;0,911031276;506,01;0,328230813;16;0,015137568;81,97;11,6;7,37;0,51;449,27;46,14;7,02;29,3;2,46;17,51;6456;9777;6671;14176;7505;0,672
2611606;RECIFE;PE;17827;275;93,2;99,86;0,6596546;1361,17;0,378031793;10;0,01564303;89,01;9,53;7,44;0,68;1144,26;64,69;22,66;51,19;7,43;17,74;739616;1139613;0;1537704;1537704;0,772
3154101;RECREIO;MG;85;0;89,4;99,71;0,653444676;590,88;0,301485581;37;0,010946555;83,17;9,67;11,96;0,47;510,95;56,94;9,03;38,33;8,26;26,19;4025;7765;1226;10299;9073;0,692
1718501;RECURSOLÂNDIA;TO;1;0;74,7;60,69;0,805601318;212,35;0,313163482;0;0,000466636;80,58;8,15;29,54;0,64;168,85;26,06;9,74;10,8;15,26;26,09;786;2143;1778;3768;1990;0,5
1506138;REDENÇÃO;PA;431;4;89,3;98,93;0,668224644;625,07;0,388930065;0;0,008938571;87,09;9,63;12,56;0,53;529,54;40,13;6,12;30,69;5,36;31,99;32974;48218;5491;75556;70065;0,672
2311603;REDENÇÃO;CE;28;0;78,3;99,4;0,857579275;328,69;0,343592656;6;0,001601098;81,88;9,3;26,32;0,5;273,08;28,49;3,35;21,97;2,81;37,61;10057;17488;11281;26415;15134;0,626
3542305;REDENÇÃO DA SERRA;SP;53;0;90,6;98,25;0,920846128;477,33;0,310353731;47;0,019413919;80,19;10,65;11,06;0,45;411,77;58,01;3,94;47,4;4,84;20,79;1421;2730;1660;3873;2213;0,657
2208700;REDENÇÃO DO GURGUÉIA;PI;4;0;80,5;96,34;0,852505447;324,43;0,343214286;0;0,000788644;83,46;8,89;23,8;0,57;255,92;17,9;7,62;8,06;6,84;40,57;2983;5072;3065;8400;5335;0,589
4315404;REDENTORA;RS;18;0;85,3;93,4;0,661357466;442,04;0,300136959;18;0,002928258;79,81;8,62;17,6;0,64;346,4;44,53;5,37;16,84;7,5;21,87;3552;6147;7220;10222;3002;0,631
3154150;REDUTO;MG;57;0;88,2;99,64;0,803278689;501,94;0,350129396;37;0,012863913;79,61;9,43;14,29;0,52;449,53;37,79;4,25;24,06;7,23;41,89;3072;4431;2921;6569;3648;0,629
2208809;REGENERAÇÃO;PI;55;0;71;94,73;0,92201236;359,1;0,343016632;0;0,004718195;78,08;9,36;34,33;0,57;299,65;30,78;6,98;23,5;3,2;30,5;6291;11657;3751;17556;13805;0,591
3542404;REGENTE FEIJÓ;SP;250;1;93,2;99,92;0,84155988;879,67;0,346761112;47;0,018127764;81,95;11,26;7,74;0,46;774,14;69,86;13,45;50,77;7,9;18,8;9328;13791;1445;18494;17049;0,768
3542503;REGINÓPOLIS;SP;67;0;94,2;99,89;0,806352744;765,15;0,517957121;47;0,016966321;81,85;10,51;8,81;0,41;685,32;62,11;9,25;44,94;10,49;26,91;3060;3949;2961;7323;4362;0,728
3542602;REGISTRO;SP;724;3;94,9;99,62;0,527926322;821,1;0,347044839;47;0,019135721;84,86;10,56;5,94;0,52;699,41;64,35;16,23;50,96;6,97;18,14;25259;37835;6092;54261;48169;0,754
4315453;RELVADO;RS;36;0;95,6;100;0,996740902;915,11;0,252436195;18;0,020737327;86,51;11,12;4,95;0,44;935,8;26,98;4,37;18,11;2,83;9,42;1254;1736;1421;2155;734;0,731
2926004;REMANSO;BA;59;0;74,5;84,67;0,877728367;322,03;0,34861514;8;0,002292419;82,54;7,4;29,47;0,54;275,22;26,27;4,11;11,47;6,28;25,74;15981;25737;15487;38957;23470;0,579
2512705;REMÍGIO;PB;104;1;72;98,76;0,955281725;383,12;0,336272112;2;0,008824029;86,45;9,31;32,98;0,55;319,14;24,57;7,04;10,18;11,58;24,74;6586;11786;4628;17581;12953;0,607
4121604;RENASCENÇA;PR;88;0;91,3;94,75;0,925015622;904,63;0,314885496;16;0,018663839;84,06;10,56;10,31;0,58;831,49;48,14;6,78;24,28;4,47;18,7;3720;4715;3327;6812;3485;0,733
2311702;RERIUTABA;CE;13;0;74;99,16;0,919796445;315,09;0,31076844;6;0,001022495;82,96;9,72;31,81;0,6;260,65;25,97;7,4;13,25;7,46;35,04;5842;12714;8865;19455;10590;0,601
3304201;RESENDE;RJ;1416;42;96;99,84;0,724650956;1070,26;0,368976947;19;0,016173246;82,71;9,62;4,44;0,52;915,21;75,22;16,96;63,13;4,67;13,09;60586;87552;7438;119769;112331;0,768
3154200;RESENDE COSTA;MG;235;0;94,5;99,51;0,937771918;672,94;0,331622835;37;0,029066172;81,61;9,78;6,28;0,48;580,66;40,65;5,87;23,81;4,3;32,67;5711;8085;2137;10913;8776;0,685
4121703;RESERVA;PR;88;0;87;97,93;0,843120015;509,06;0,340100111;16;0,005393148;79,38;8,38;16,01;0,5;457,88;43,45;5,04;34,88;0,59;28,57;10635;16317;12966;25172;12206;0,618
5107156;RESERVA DO CABAÇAL;MT;18;0;83,9;96,74;0,716328963;504,88;0,371306376;13;0,010180995;80,25;8,47;19,4;0,4;434,88;41,93;9,84;12,57;19,4;25,77;1150;1768;950;2572;1622;0,676
4121752;RESERVA DO IGUAÇU;PR;27;0;89,7;95,44;0,810053166;516,57;0,329683865;16;0,006112746;82,56;10,53;13,31;0,57;419,62;53,56;9,01;40,49;3,96;17,92;2964;4417;3402;7307;3905;0,648
3154309;RESPLENDOR;MG;157;0;86,5;98,75;0,576082606;555,36;0,320732635;37;0,01281528;82,49;7,99;15,73;0,52;504,18;48,16;6,93;33,82;5,77;26,96;6517;12251;4257;17089;12832;0,67
3154408;RESSAQUINHA;MG;104;0;90,3;99,44;0,958078335;474,75;0,337083422;37;0,030444965;82,52;10,04;11,5;0,42;424,03;46,43;6,63;26,89;9,41;20,75;2138;3416;1688;4711;3023;0,683
3542701;RESTINGA;SP;94;0;91,7;99,67;0,740818468;547,1;0,357522393;47;0,021114106;82,62;9,94;9,66;0,38;499,24;69,56;6,11;65,12;0,39;13,09;3080;4452;1408;6587;5179;0,705
4315503;RESTINGA SÊCA;RS;119;1;93,4;99,65;0,80295203;729,62;0,295160578;18;0,009979036;83,16;9,8;7,57;0,52;660,14;52,21;7,15;30,87;5,61;19,88;7430;11925;6867;15849;8982;0,683
2926103;RETIROLÂNDIA;BA;22;0;82,3;98,88;0,734045359;347,62;0,377851514;8;0,002612516;84,11;10,23;20,44;0,46;293,01;28,85;2,28;21,3;5,47;36,99;5525;8421;5333;12055;6722;0,636
2109502;RIACHÃO;MA;18;0;82;80,54;0,90058434;316,71;0,326834579;0;0,001459381;82,5;9,4;21,79;0,6;281,53;14,83;3,97;8,44;5,54;36,28;5937;12334;10004;20209;10205;0,576
2512747;RIACHÃO;PB;4;0;72,4;98,92;0,907530454;239,09;0,35854256;2;0,001873536;83,1;9,66;34,24;0,49;197,04;15,71;3,14;13,33;2,38;51,04;795;2135;1240;3266;2026;0,574
2926202;RIACHÃO DAS NEVES;BA;34;0;72,5;89,46;0,877979651;274,43;0,345215845;8;0,002383456;84,7;7,74;32,89;0,53;212,09;23,33;3,61;13,79;8,08;35,26;6794;14265;11193;21937;10744;0,578
2512754;RIACHÃO DO BACAMARTE;PB;8;0;66,7;98,98;0,933990895;303,56;0,335365854;2;0,002820874;78,81;9,06;38,58;0,49;262,31;34,81;3,05;15,98;18,23;18,46;1616;2836;1601;4264;2663;0,553
2805802;RIACHÃO DO DANTAS;SE;18;0;73,4;99,28;0,957515528;262,69;0,348292582;2;0,001455133;84,92;8,29;31,95;0,48;212,37;16,79;3,41;15,74;0,24;33,85;6585;12370;14514;19386;4872;0,539
2926301;RIACHÃO DO JACUÍPE;BA;73;1;83,5;94,08;0,841312583;349,67;0,353249729;8;0,003126338;82,33;9,04;19,2;0,47;311,47;27,01;3,11;17,35;4,43;37,2;14512;23350;13312;33172;19860;0,628
2512762;RIACHÃO DO POÇO;PB;6;0;69,4;98,89;0,932351771;278,25;0,35326609;2;0,002162162;81,66;9,14;36,25;0,49;225,44;13,39;1,68;5,55;7,23;24,93;1808;2775;2877;4164;1287;0,555
3154457;RIACHINHO;MG;94;0;87,9;90,71;0,90453043;330,81;0,322717622;37;0,018157234;79,04;9,45;15,41;0,48;290,89;26,39;7,13;11,39;11,21;34,37;3022;5177;3572;8007;4435;0,632
1718550;RIACHINHO;TO;6;0;80,1;84,17;0,840128264;221,96;0,329038416;0;0,002327386;82,9;9,24;24,67;0,53;182,97;21,32;12,14;19,72;1,27;36,65;870;2578;2379;4191;1812;0,572
2410702;RIACHO DA CRUZ;RN;4;0;75,6;99,23;0,893829906;299,96;0,355450237;5;0,001862197;81,93;8,52;28,07;0,47;237,37;24,51;4,18;22,76;0,39;48,53;1379;2148;491;3165;2674;0,584
2611705;RIACHO DAS ALMAS;PE;71;3;68,6;99;0,910440536;360,8;0,359513621;10;0,005366591;82,53;8,58;36,74;0,51;306,61;17,36;3,05;9,52;4,15;35,43;7637;13230;10400;19162;8762;0,57
2410801;RIACHO DE SANTANA;RN;4;0;74,8;99,76;0,937762238;290,87;0,326034649;5;0,00140007;84,48;9,23;29,58;0,5;237,37;21,41;6,22;17,46;2,89;32,55;1352;2857;2446;4156;1710;0,591
2926400;RIACHO DE SANTANA;BA;27;0;75;91,9;0,95586069;348,12;0,35776284;8;0,001303152;83,22;9,2;29,83;0,56;281,05;21,2;6,3;13,99;4,79;41,69;12302;20719;17555;30646;13091;0,615
2512788;RIACHO DE SANTO ANTÔNIO;PB;5;0;78,5;97,25;0,958968347;321,86;0,355400697;2;0,00445236;80,32;8,72;26,8;0,43;275,73;22,11;5,02;6,04;13,54;38,55;761;1123;536;1722;1186;0,594
2512804;RIACHO DOS CAVALOS;PB;19;0;70,1;99,15;0,906500279;279,74;0,368414722;2;0,003302051;82,09;7,89;35;0,44;239,15;14,93;3,61;9,19;3,89;39,76;3388;5754;4289;8314;4025;0,568
3154507;RIACHO DOS MACHADOS;MG;65;0;80,3;95,02;0,887113055;309,87;0,351816239;37;0,010683761;80,18;8,93;24,28;0,44;255,57;35,31;4,38;24,67;8,66;28,23;3852;6084;4861;9360;4499;0,627
2208858;RIACHO FRIO;PI;9;0;81;68,78;0,925240848;193,05;0,346852158;0;0,003478933;82,95;7,71;21,92;0,6;161,99;16,88;7,1;14,41;1,62;21,37;1300;2587;2019;4241;2222;0,541
2805901;RIACHUELO;SE;26;0;84,5;98,43;0,771893713;393,69;0,382896847;2;0,004412763;83,45;8,05;18,3;0,5;317,28;65,85;6,32;56,09;7,15;19,35;3673;5892;1500;9355;7855;0,617
2410900;RIACHUELO;RN;14;0;72,2;98,97;0,894648361;352,06;0,338050092;5;0,003129191;83,58;8,43;32,68;0,54;262,85;32,44;5,95;19,38;10,43;34,23;2408;4474;2725;7067;4342;0,592
5218607;RIALMA;GO;80;0;92,5;99,94;0,676474576;669,64;0,36177896;6;0,010418023;82,76;10,65;8,84;0,44;616,74;49,6;7,19;37,44;4,83;28,43;4999;7679;725;10523;9798;0,727
5218706;RIANÁPOLIS;GO;35;0;86,1;99,79;0,766740717;592,09;0,341655716;6;0,010995916;83,89;10,17;16,62;0,41;529,17;56,63;5,62;37,91;11,28;22,61;2107;3183;485;4566;4081;0,693
2109551;RIBAMAR FIQUENE;MA;5;0;80,1;97,52;0,858954451;407,87;0,347089369;0;0,001120574;81,19;8,62;23,89;0,57;317,75;37,74;4,04;28,5;7,78;31,33;2400;4462;3641;7318;3677;0,615
