cod;municipio;UF;votos;numeroafiliados;txalfabetizacao;energiaeletrica;perccatolicos;rendapercapita2010;percate40anos;qtnovodepfed;percvotonovo;SOBRE60;E_ANOSESTUDO;T_ANALF18M;GINI;RDPC;P_FORMAL;P_SUPER;TRABCC;TRABPUB;TRABSC;PEA18M;PESO18;pesoRUR;pesotot;pesourb;IDHM
2604304;CEDRO;PE;12;0;79,9;98,95;0,960190541;330,47;0,363796623;10;0,001726122;78,34;9,81;24,27;0,56;269,64;22,99;6,34;13,97;7,17;43,53;3935;6952;4487;10778;6291;0,615
2801603;CEDRO DE SÃO JOÃO;SE;30;0;80,3;99,47;0,768073879;408,2;0,344754127;2;0,007690336;79,81;9,08;22,35;0,53;352,53;33,49;6,56;17,67;10,33;27,5;2108;3901;598;5633;5035;0,623
3115607;CEDRO DO ABAETÉ;MG;36;0;87,3;99,78;0,880377754;502,68;0,303305785;37;0,040816327;79,55;9,83;15,19;0,39;431,2;35,08;9,46;13,02;19,07;35,11;580;882;177;1210;1033;0,678
4204152;CELSO RAMOS;SC;37;0;92;99,53;0,928393834;489,25;0,317935763;16;0,018481518;82,75;9,79;9,39;0,39;458,62;56,33;8,27;19,72;14,47;9,34;1301;2002;1899;2771;872;0,719
1704105;CENTENÁRIO;TO;5;0;74,1;65,67;0,972099853;323,22;0,326968044;0;0,003052503;76,45;9,36;30,65;0,63;280,17;39,57;11,13;6,91;31,25;24,1;673;1638;1062;2566;1504;0,569
4305116;CENTENÁRIO;RS;19;0;96,1;99,89;0,983702466;648,48;0,291399663;18;0,008289703;85,55;11,01;4,32;0,46;651,77;20,77;3,85;11,35;5,43;8,21;1796;2292;2016;2965;949;0,701
4105102;CENTENÁRIO DO SUL;PR;125;1;87,5;99,42;0,807973579;658,47;0,330473637;16;0,015284911;79,93;10,21;14,54;0,41;571,32;67,76;7,3;61,5;1,03;17,7;5338;8178;1856;11190;9334;0,668
2907608;CENTRAL;BA;26;0;81,8;94,96;0,577551205;279,82;0,329982954;8;0,002327872;79,5;8,72;21,57;0,54;231,1;15,69;3,94;8,39;4,77;32,01;6500;11169;8856;17013;8157;0,596
3115706;CENTRAL DE MINAS;MG;37;0;81,8;99,4;0,560684113;455,57;0,317040756;37;0,007521854;81,57;9,22;21,39;0,59;494,1;31,83;6,24;10,58;13,15;38,79;2424;4919;1178;6772;5594;0,665
2103125;CENTRAL DO MARANHÃO;MA;1;0;75,9;94,85;0,80967892;238,24;0,322809687;0;0,000220313;77,98;9,52;29,54;0,54;182,77;10,97;1,3;3,73;2,43;26,63;2934;4539;3801;7887;4086;0,585
3115805;CENTRALINA;MG;191;0;89,2;99,78;0,702502317;522,8;0,347652445;37;0,025174641;84,23;9,01;12,61;0,39;468,15;47,33;6,15;39,73;2,34;32,81;4433;7587;952;10266;9314;0,678
2103158;CENTRO DO GUILHERME;MA;1;0;73;97,99;0,859278804;212,91;0,373816156;0;0,000137174;77,36;8,19;31,14;0,56;190,58;10,34;2,22;1,31;2,64;39,22;3611;7290;5493;12565;7072;0,542
2103174;CENTRO NOVO DO MARANHÃO;MA;3;0;76,7;82,82;0,767230654;227,95;0,369254341;0;0,000307692;78,36;7,66;27,28;0,56;188,88;26,45;3,45;18,62;5,6;37,62;5095;9750;12100;17622;5522;0,518
1100056;CEREJEIRAS;RO;75;1;90,7;98,62;0,581996727;629,78;0,362734159;3;0,006470537;86,72;10,22;11,17;0,5;577,18;45,54;8,53;24,74;9,77;25,05;8133;11591;2610;17029;14419;0,692
5205406;CERES;GO;244;1;93;99,74;0,636218735;955,46;0,353778593;6;0,015875081;84,18;10,77;8,08;0,53;865,23;50,94;12,8;32,61;8,55;29,86;10801;15370;932;20722;19790;0,775
3511409;CERQUEIRA CÉSAR;SP;298;1;93,8;99,75;0,782640342;773,4;0,345026238;47;0,023809524;82,15;11,21;7,05;0,43;665,36;69,6;11,11;53,9;8,96;16,68;8093;12516;1816;17532;15716;0,729
3511508;CERQUILHO;SP;1092;10;96,7;99,98;0,817809714;1023,67;0,383698917;47;0,036884415;85,17;10,64;3,72;0,42;894,52;73,18;11;60,51;2,65;14,25;22021;29606;2050;39617;37567;0,782
4305124;CERRITO;RS;27;0;88,9;99,33;0,458129929;562,71;0,271165261;18;0,005641454;82,73;10,58;12,81;0,48;476,66;38,78;5,58;18,49;6,97;19,44;3022;4786;2655;6402;3747;0,649
4105201;CERRO AZUL;PR;159;1;84,3;95,92;0,668417104;412,45;0,322056913;16;0,014564441;80,46;8,12;19,36;0,48;342,88;36,61;2,88;26,33;3,1;18,04;7055;10917;12130;16938;4808;0,573
4305132;CERRO BRANCO;RS;34;0;87,8;98,43;0,536401925;591,53;0,299955097;18;0,00992411;82,01;10,33;13,86;0,41;519,95;65;3,44;11,48;7,11;10,86;2612;3426;3180;4454;1274;0,661
2402709;CERRO CORÁ;RN;36;0;75,1;98,69;0,921260936;364,72;0,3495786;5;0,004884668;82,32;10,09;29,51;0,54;282,84;23,45;5,8;19,95;1,92;27,5;4630;7370;6174;10916;4742;0,607
4305157;CERRO GRANDE;RS;10;0;87,3;98,86;0,851373183;611,06;0,264791063;18;0,005681818;80,87;10,73;15,06;0,49;538,45;41,97;8,64;7,14;15,22;12,23;1394;1760;1587;2417;830;0,674
4305173;CERRO GRANDE DO SUL;RS;68;0;91;98,41;0,845647773;593,42;0,351382937;18;0,009578814;85,44;9,77;10,51;0,5;527,88;39,52;3,95;13,44;4,73;18,84;5317;7099;7784;10268;2484;0,66
4305207;CERRO LARGO;RS;181;3;95,8;99,5;0,915500313;969,18;0,321544134;18;0,017903066;84,92;10,95;4,67;0,47;862,05;55,45;10,03;41,71;6,28;14,11;7477;10110;2718;13289;10571;0,764
4204178;CERRO NEGRO;SC;8;0;84,7;99,64;0,952108649;434,35;0,314158056;16;0,003205128;83,08;7,86;18,27;0,55;414,6;25,91;3,07;14,02;7,45;14,4;1757;2496;2817;3581;764;0,621
3511607;CESÁRIO LANGE;SP;179;0;94,9;99,87;0,686848478;770,4;0,391891892;47;0,015683869;80,61;9,99;5,72;0,43;684,95;59,62;8,32;53,82;0,76;24,75;7901;11413;5048;15540;10492;0,706
4105300;CÉU AZUL;PR;147;2;94,4;99,89;0,802388852;819,28;0,348259608;16;0,018579373;81,77;10,89;6,69;0,47;759,41;63,32;11,48;44,62;3,34;16,92;6040;7912;2645;11032;8387;0,732
5205455;CEZARINA;GO;42;0;90,1;99,5;0,730835487;615,15;0,372962227;6;0,007809595;80,97;9,14;11,88;0,47;564,44;50,98;7,13;37,56;10,1;30,59;3331;5378;1950;7545;5595;0,711
2604403;CHÃ DE ALEGRIA;PE;31;1;77,6;99,65;0,791475136;270,31;0,379232506;10;0,0037553;83,03;9,18;26,55;0,44;239,04;47,96;4,45;35,09;10,42;24,98;4165;8255;2839;12404;9565;0,604
2604502;CHÃ GRANDE;PE;62;0;72,3;99,41;0,852200255;399,37;0,373193624;10;0,004563521;87,01;8,92;33,07;0,55;341,34;23,55;4,76;14,84;5,99;38,7;7575;13586;6445;20137;13692;0,599
2701902;CHÃ PRETA;AL;14;0;68,2;97,43;0,929510892;272,65;0,334033025;3;0,00330033;80,46;9,62;38,61;0,5;226,6;24,98;4,17;8,35;15,86;28,86;2130;4242;2658;7146;4488;0,575
3115904;CHÁCARA;MG;61;0;89,3;99,9;0,855797528;537,78;0,286891117;37;0,029712616;86,28;9,13;12,42;0,43;456,42;59,31;9,29;44,53;6,08;20,6;1083;2053;889;2792;1903;0,664
3116001;CHALÉ;MG;76;0;85,2;98,71;0,624716839;480,99;0,348804252;37;0,018613764;78,26;8,67;17,32;0,45;418,8;29,69;5,57;8,54;11,6;34,29;2676;4083;2861;5645;2784;0,655
4305306;CHAPADA;RS;131;0;95,9;99,88;0,841758537;883,05;0,310547083;18;0,017681199;84,98;9,6;4,48;0,46;860,15;57,69;5,97;29,05;4,94;12,04;5835;7409;3804;9377;5573;0,757
1705102;CHAPADA DA NATIVIDADE;TO;12;0;81,8;77,24;0,876404494;385,4;0,298138541;0;0,005825243;88,03;10,1;22,82;0,62;315,34;34,7;5,28;20,75;8,6;36,73;1012;2060;1621;3277;1656;0,62
1704600;CHAPADA DE AREIA;TO;7;0;82,5;87,89;0,805902384;415,94;0,316853933;0;0,007658643;79,39;9,52;20,24;0,51;376,48;36,12;3,86;10,58;24,41;19,38;590;914;586;1335;749;0,619
3116100;CHAPADA DO NORTE;MG;24;0;78,2;96,22;0,928270952;343,98;0,364079268;37;0,002514142;79,27;9,24;27,53;0,47;279,92;63,76;6,23;49,96;12,52;19,29;4960;9546;9495;15189;5694;0,598
5103007;CHAPADA DOS GUIMARÃES;MT;117;0;88,5;97,2;0,798843492;650,86;0,347118568;13;0,009716801;83,27;8,73;13,6;0,53;540,98;42,48;9,21;29,74;9,55;26,92;7886;12041;6784;17821;11037;0,688
3116159;CHAPADA GAÚCHA;MG;47;0;85,3;95;0,885283893;346,42;0,37075428;37;0,007079379;81,34;8,38;18,39;0,51;282,53;26,38;8,18;14,86;9,59;32,98;4618;6639;5044;10805;5761;0,635
5205471;CHAPADÃO DO CÉU;GO;76;1;95,8;99,86;0,794531564;938,74;0,451221254;6;0,016211604;83,63;9,45;4,76;0,41;841,5;67,56;8,6;52,2;9,44;19,85;3768;4688;1123;7001;5878;0,742
4204194;CHAPADÃO DO LAGEADO;SC;29;0;93,3;99,76;0,962809917;554,54;0,319695873;16;0,017575758;83,36;9,92;8;0,43;549,08;52,51;6,42;10,52;6,27;6,59;1531;1650;2249;2762;513;0,704
5002951;CHAPADÃO DO SUL;MS;226;7;95,8;99,71;0,638080846;1040,36;0,413731678;5;0,016754392;84,5;10,72;4,91;0,47;896,92;65,31;13,94;51,24;5,74;16,83;10644;13489;2871;19648;16777;0,754
2103208;CHAPADINHA;MA;134;0;76,7;94,65;0,866638171;314,2;0,351615542;0;0,003030166;83,76;8,72;27,55;0,59;251,75;26,66;4,7;18,42;6;30,92;22563;44222;20468;73350;52882;0,604
4204202;CHAPECÓ;SC;3622;41;95,8;99,73;0,816922733;1135,01;0,407562796;16;0,027528235;86,58;10,75;4,73;0,48;1017,34;78,98;14,94;62,68;4,84;9,06;103239;131574;15417;183530;168113;0,79
3511706;CHARQUEADA;SP;229;1;93,5;99,77;0,796786288;793,08;0,382631753;47;0,02098607;82,07;9,19;7,45;0,4;705,01;77,05;8,67;68,2;1,95;11,18;7363;10912;1399;15085;13686;0,736
4305355;CHARQUEADAS;RS;671;3;95,6;99,57;0,76747141;816,49;0,40891846;18;0,028987386;86,73;10,39;4,88;0,43;734,59;64,18;8,61;50,44;7,47;21,12;16119;23148;830;35320;34490;0,747
4305371;CHARRUA;RS;24;0;88,3;96,88;0,795365279;769,58;0,291270527;18;0,010318143;87,95;8,41;14,1;0,51;618,89;19,32;3,08;9,94;6,76;11,4;1864;2326;2887;3471;584;0,62
2303907;CHAVAL;CE;9;0;70,6;96,13;0,924769433;234,37;0,348474039;6;0,001113724;78,3;10,25;35,66;0,5;208,7;28,51;6,2;20,49;3,47;36,31;4137;8081;3447;12615;9168;0,586
3557204;CHAVANTES;SP;144;0;91,9;99,81;0,72985782;757,04;0,344642562;47;0,016530823;82,78;10,75;9,38;0,47;677,3;78,78;8,83;69,8;1,18;12,47;5263;8711;975;12114;11139;0,729
1502509;CHAVES;PA;9;0;73,7;60,72;0,6224382;244,46;0,331825756;0;0,000800427;83,81;4,95;28,92;0,67;198,83;8,34;1,78;7,04;0,55;29,71;6258;11244;18495;21005;2510;0,453
3116209;CHIADOR;MG;45;0;89,7;99,55;0,803800265;1017,74;0,306283662;37;0,022222222;85,43;8,86;11,9;0,61;808,78;63,33;8,07;48,65;6,92;19,51;1287;2025;1299;2785;1486;0,711
4305405;CHIAPETTA;RS;20;0;94,2;99,56;0,693995733;688,67;0,296241345;18;0,006749916;84,85;11,3;6,68;0,49;632,18;38,12;7,7;22,08;10,54;23,47;1878;2963;1574;4044;2470;0,732
4105409;CHOPINZINHO;PR;330;1;92,7;99,21;0,919519944;975,57;0,334366584;16;0,024298653;82,23;9,93;8,7;0,55;802,23;52,17;12,59;34,38;3,46;20,53;10617;13581;7171;19679;12508;0,74
2303931;CHORÓ;CE;2;0;71,6;95,97;0,912698413;222,39;0,319458492;6;0,000250941;84,64;9,94;35,9;0,58;171,62;17,5;5,81;6,64;10,09;26,17;3259;7970;9059;12853;3794;0,585
2303956;CHOROZINHO;CE;10;0;73,6;98,7;0,87804878;324,49;0,376896643;6;0,000794913;81,07;9,35;31,18;0,5;277,4;37,76;4,16;30,68;4,01;37,02;7109;12580;7489;18915;11426;0,604
2907707;CHORROCHÓ;BA;9;0;73,9;84,12;0,970780703;316,47;0,337898267;8;0,001318488;84,72;7,35;30,49;0,58;248,5;16,07;6,2;10,42;2,96;36,38;3638;6826;8103;10734;2631;0,6
4305439;CHUÍ;RS;28;0;98,2;98,93;0,432160804;641,54;0,320432652;18;0,006877917;79,81;9,69;1,97;0,48;535,86;38,38;7;23,09;7,58;29,84;2903;4071;220;5917;5697;0,706
1100924;CHUPINGUAIA;RO;18;0;90,7;92,45;0,737649063;559,78;0,38657993;3;0,003414912;88,64;9,53;11,19;0,47;483,36;52,61;5,19;44,54;4,14;22,76;4074;5271;4638;8301;3663;0,652
4305447;CHUVISCA;RS;26;0;91,2;99,2;0,574311927;528,08;0,349716828;18;0,007460545;82,25;10,59;10,24;0,46;471,66;59,81;1,8;3,44;3,26;9,67;2845;3485;4671;4944;273;0,616
4105508;CIANORTE;PR;1270;9;94,9;99,96;0,775730925;927,07;0,373895766;16;0,024549602;84,35;11,07;5,94;0,41;837,13;66,68;12,42;53,48;2,68;15,67;39720;51732;7676;69958;62282;0,755
2907806;CÍCERO DANTAS;BA;32;0;69,9;94,88;0,912177053;381,35;0,334520124;8;0,001415366;77,86;8,71;35,3;0,53;315,19;17,84;2,37;11,23;3,95;38,1;13511;22609;14574;32300;17726;0,585
4105607;CIDADE GAÚCHA;PR;204;3;89,7;99,85;0,867211896;738,39;0,361055867;16;0,026160554;81,16;11,82;12,21;0,42;671,1;66,57;9,4;56,76;4,99;14,21;5863;7798;1886;11062;9176;0,718
5205497;CIDADE OCIDENTAL;GO;316;2;95;99,75;0,655776568;691,28;0,404649915;6;0,008703556;81,61;9,79;5,83;0,5;647,64;60,5;6,46;50,56;7,22;20,76;27238;36307;12261;55915;43654;0,717
2103257;CIDELÂNDIA;MA;22;0;78;97,5;0,804267034;304,17;0,34661209;0;0,002640422;79,58;9,67;26,3;0,47;263,53;33,57;3,97;23,27;8,54;25,89;5007;8332;7645;13681;6036;0,6
4305454;CIDREIRA;RS;138;2;96,6;99,84;0,808644897;891;0,258130723;18;0,015131579;84,72;9,08;3,8;0,49;750,55;51,8;7,76;27,76;12,62;18,92;5150;9120;408;12668;12260;0,729
2907905;CIPÓ;BA;24;0;78,4;98,17;0,785280728;365,46;0,36286893;8;0,002341692;81,2;8,94;25,6;0,55;312,03;18,9;3,54;13,75;2,19;26,3;6411;10249;4468;15755;11287;0,601
3116308;CIPOTÂNEA;MG;78;0;88,3;95,28;0,984670073;429,9;0,34580724;37;0,016556994;74,64;8,78;13,82;0,5;317,62;27,25;7,87;11,24;9,87;21,67;2812;4711;3533;6547;3014;0,579
4305504;CIRÍACO;RS;90;0;93,4;99,52;0,944987147;805,98;0,295205201;18;0,02424569;85,48;10,17;7,57;0,45;725,12;61,09;7,74;18,3;5,34;14,43;2941;3712;2428;4922;2494;0,719
3116407;CLARAVAL;MG;110;0;92,7;99,79;0,830744337;655,63;0,332672831;37;0,034439574;83,78;9,82;8,55;0,42;575,11;40,09;4,32;29,69;6,5;27,77;2199;3194;2012;4542;2530;0,698
3116506;CLARO DOS POÇÕES;MG;65;1;84,7;96,9;0,869225302;392,13;0,345723473;37;0,011768966;79,42;9,68;18,16;0,42;337,07;32,7;5,35;19,06;10,72;31,19;3709;5523;2524;7775;5251;0,67
5103056;CLÁUDIA;MT;64;0;91,5;95,6;0,755575379;696,05;0,366884295;13;0,00885568;81,15;9,63;10,24;0,57;700,38;52,74;7,35;39,35;8,2;30,02;5317;7227;2586;11028;8442;0,699
3116605;CLÁUDIO;MG;1769;7;95,5;99,83;0,949757493;741,85;0,383143844;37;0,095740651;83,6;8,76;5,22;0,4;625,88;72,75;9,65;57,24;4,52;16,06;13732;18477;4617;25771;21154;0,709
3511904;CLEMENTINA;SP;94;0;91,4;99,95;0,842377261;703,81;0,401698514;47;0,018298618;82,18;10,46;9,75;0,37;640,87;77,87;8,97;72,91;0,65;12,89;3676;5137;331;7065;6734;0,725
4105706;CLEVELÂNDIA;PR;128;1;89,8;99,19;0,860562925;778,06;0,308178654;16;0,011030679;81,89;10,13;12,3;0,58;696,71;54,25;11,22;39,57;4,41;22,86;7727;11604;2482;17240;14758;0,694
2908002;COARACI;BA;69;0;78,3;96,33;0,599617469;399,16;0,322743751;8;0,004754031;83;8,4;25,16;0,54;366,33;35,99;7,27;28,01;3,82;38,75;7133;14514;1834;20964;19130;0,613
1301209;COARI;AM;61;1;83,7;90,57;0,728989434;466,29;0,374777858;0;0,001447693;84,79;7,65;18,67;0,64;347,2;28,5;6,74;16,98;9,4;27,38;25834;42136;26314;75965;49651;0,586
2202703;COCAL;PI;50;0;67,5;89,64;0,918396613;262,93;0,341066216;0;0,003103662;77,84;7,56;38,81;0,56;198,58;17,03;1,82;11,2;0,8;26,52;9377;16110;14016;26036;12020;0,497
2202711;COCAL DE TELHA;PI;6;0;70,1;93,22;0,938942137;275,13;0,33679558;0;0,001971091;84,76;8,41;36,1;0,51;245,15;28,74;2,98;18,12;8,4;27,71;1443;3044;1858;4525;2667;0,555
4204251;COCAL DO SUL;SC;525;2;97,4;100;0,894496344;893,38;0,377135695;16;0,046170082;85,6;10,25;2,97;0,37;833,24;75,34;9,28;62,35;1,81;11;8029;11371;2463;15159;12696;0,78
2202729;COCAL DOS ALVES;PI;19;0;67,9;93,12;0,954376164;233,47;0,348348887;0;0,005273383;84,69;6,25;39,22;0,59;183,59;23,96;5,08;22,19;1,34;16,37;1619;3603;3790;5572;1782;0,498
5103106;COCALINHO;MT;6;0;85,3;94,54;0,705804047;595,53;0,371038251;13;0,0016;80,95;7,74;17,01;0,48;531,41;42,23;8,16;29,44;9,09;38,33;2659;3750;1843;5490;3647;0,66
5205513;COCALZINHO DE GOIÁS;GO;101;0;88,7;98,52;0,733811496;503,58;0,375940714;6;0,00864726;82,69;8,82;13,47;0,47;450,47;46,45;4,34;36,75;7,8;33,46;7310;11680;10963;17407;6444;0,657
2908101;COCOS;BA;32;0;77,7;87,85;0,8345741;306,71;0,342367653;8;0,002667778;87,12;7,69;27;0,56;258,27;26;3,46;15,63;8,83;29,12;6506;11995;9581;18153;8572;0,596
1301308;CODAJÁS;AM;53;0;82,5;92,98;0,738248752;301,1;0,359950013;0;0,00414678;84,44;7,94;20,39;0,61;239,64;16,49;4,7;6,13;5,63;21,47;7681;12781;7400;23206;15806;0,563
2103307;CODÓ;MA;191;0;72,1;97,18;0,89910529;325,97;0,339890544;0;0,002613932;82,15;8,88;32,91;0,57;273,45;26,94;4,69;19,12;3,71;28,67;42258;73070;36993;118038;81045;0,595
2103406;COELHO NETO;MA;82;0;73,8;97,17;0,901458309;279,01;0,339807487;0;0,002907286;79,52;8,28;31,5;0,54;236,47;32,91;6,38;25,59;6,02;29,82;14939;28205;8021;46750;38729;0,564
3116704;COIMBRA;MG;105;0;90,8;99,66;0,929603633;512,85;0,327615537;37;0,020360675;81,75;9,87;10,78;0,45;454,81;44,76;7,54;26,76;7,09;25,23;3038;5157;1898;7054;5156;0,669
2702009;COITÉ DO NÓIA;AL;48;0;65,2;98,89;0,97320587;253,11;0,334431631;3;0,006921413;79,75;9,33;42,31;0,52;203,15;18,22;3,35;16,56;0,86;23,49;3939;6935;7189;10926;3737;0,533
2202737;COIVARAS;PI;37;0;71,1;88,57;0,923402455;280,7;0,352663343;0;0,014391287;79,97;8,56;33,88;0,48;234,94;15,02;2,26;5,74;5,71;34,5;1554;2571;2638;3811;1173;0,565
1502608;COLARES;PA;11;0;90,4;95,19;0,842605579;291,39;0,331253844;0;0,001596285;83,22;9,5;11,36;0,56;231,98;16,03;2,92;4,66;9,06;22,19;3884;6891;7720;11381;3661;0,602
3201506;COLATINA;ES;1526;11;92,8;99,84;0,801014431;923,35;0,37105056;6;0,018438191;82,82;8,89;8,18;0,51;788,29;70,19;11,77;55,76;3,82;14,87;59389;82763;13393;111788;98395;0,746
5103205;COLÍDER;MT;313;0;90,8;99,4;0,801162203;872,52;0,367938634;13;0,014451267;82,08;9,2;10,77;0,56;758,67;51,55;9,45;38,19;6,28;23,63;15276;21659;5752;30766;25014;0,713
3512001;COLINA;SP;382;3;94,2;99,87;0,727048776;817,12;0,358643717;47;0,02968835;84,33;10,29;6,54;0,46;706,69;74,24;11,95;63,42;3,87;14,57;8830;12867;1148;17371;16223;0,757
2103505;COLINAS;MA;67;0;72,5;96,38;0,854700065;346,79;0,349637126;0;0,002839705;77,51;9,2;32,61;0,63;279,81;22,49;4,92;14,97;5,22;37,47;13906;23594;13557;39132;25575;0,596
4305587;COLINAS;RS;77;0;97,2;100;0,386872203;1094,14;0,281404959;18;0,038751887;83,99;10,41;3,07;0,47;1066,39;66,56;4,08;35,49;3,44;8,3;1519;1987;1315;2420;1105;0,765
5205521;COLINAS DO SUL;GO;9;0;85,7;91,9;0,835540367;473,29;0,317627022;6;0,003926702;82,19;9,36;17,32;0,5;410,83;36,77;7,05;15,31;17,02;38,28;1473;2292;998;3523;2525;0,658
1705508;COLINAS DO TOCANTINS;TO;109;1;89,1;98,86;0,738129325;680,68;0,382255659;0;0,005342613;88,05;9,52;12,92;0,56;587,11;43,45;12,6;30,03;8,41;34,75;13485;20402;1231;30838;29607;0,701
1716703;COLMÉIA;TO;39;0;82,9;95,96;0,630739796;506,84;0,348972245;0;0,006609049;88,22;10,78;20,32;0,5;442,96;30,93;11,93;20,23;8,45;36,66;3732;5901;2241;8611;6370;0,671
5103254;COLNIZA;MT;38;0;90,2;71,86;0,75367023;486,09;0,382017361;13;0,002310873;81,65;6,83;11,72;0,58;411,69;26,97;3,96;17,16;5,67;25,68;11962;16444;11394;26381;14987;0,611
3512100;COLÔMBIA;SP;136;2;90,9;99,39;0,745423892;631,57;0,377377377;47;0,031466913;80,46;10,29;10,67;0,4;582,53;71,04;5,77;60,57;4,2;16,36;2994;4322;1662;5994;4332;0,71
4105805;COLOMBO;PR;3320;14;95,7;99,89;0,664980589;759,81;0,386867449;16;0,022919629;86,49;9,54;4,97;0,41;682,85;70,83;6,36;62,59;2,8;13,72;109716;144854;9764;212967;203203;0,733
2202752;COLÔNIA DO GURGUÉIA;PI;9;0;79,7;97,93;0,910424469;331,36;0,347912525;0;0,002314815;84,63;10,62;23,41;0,49;291,37;21,68;9,93;9,81;9,91;39,47;2383;3888;1186;6036;4850;0,628
2202778;COLÔNIA DO PIAUÍ;PI;3;0;68,4;94,72;0,9245036;316,91;0,351809498;0;0,00060988;84,06;9,09;37,75;0,51;277,73;25,7;4,54;18,82;2,02;44,34;2898;4919;4789;7433;2644;0,588
2702108;COLÔNIA LEOPOLDINA;AL;26;0;68;96,74;0,862084661;297,37;0,34327389;3;0,002175004;75,77;7,11;37,64;0,53;242,28;45,4;4,12;32,52;11,73;25,14;5990;11954;4700;20019;15319;0,517
4305603;COLORADO;RS;45;0;95,8;99,76;0,955428208;1071;0,289014085;18;0,015912306;83,54;10,43;4,6;0,51;996,93;65,24;10,38;21,65;10,83;9,23;2036;2828;1706;3550;1844;0,758
4105904;COLORADO;PR;299;2;91,8;99,91;0,794868489;915,99;0,353099127;16;0,017768006;81,11;10,3;9,35;0,43;833,7;67,38;9,59;55,64;3,5;19,81;12170;16828;1340;22345;21005;0,73
1100064;COLORADO DO OESTE;RO;181;1;88,8;98,1;0,656544573;585,71;0,363670593;3;0,013917724;88,03;10,4;13,41;0,49;535,41;48,57;10,24;30,45;9,6;22,56;8227;13005;4934;18591;13657;0,685
3116803;COLUNA;MG;37;0;81,5;97,43;0,898686371;373,45;0,343417553;37;0,006184189;77,78;7,28;22,53;0,5;315;20,47;4,56;9,84;7,93;46,25;3909;5983;5210;9024;3814;0,583
1705557;COMBINADO;TO;10;0;83,8;96,94;0,702940182;575,52;0,367316342;0;0,003240441;88,11;11,17;19,73;0,52;455,39;32,74;10,07;12,11;16,31;33,38;2009;3086;669;4669;4000;0,697
3116902;COMENDADOR GOMES;MG;92;0;91,8;96,91;0,830999517;732,51;0,359690444;37;0,042632067;83,97;9,57;9,27;0,45;635,2;57,22;5,53;36,15;9,26;16,44;1612;2158;1464;2972;1508;0,697
3300951;COMENDADOR LEVY GASPARIAN;RJ;82;0;93,2;99,84;0,750942749;626,48;0,339364303;19;0,013694055;77,87;9,25;7,73;0,44;537,66;72,09;6,31;55,03;10,16;17,57;3976;5988;318;8180;7862;0,685
3117009;COMERCINHO;MG;20;0;78,8;93,28;0,97214893;323,87;0,301518438;37;0,003595182;79,22;8,36;26,14;0,49;271,4;22,96;5,9;9,45;12,61;32,94;3405;5563;4751;8298;3547;0,593
5103304;COMODORO;MT;68;0;88,4;91,88;0,60717619;654,58;0,374518649;13;0,005844435;83,8;8,67;13,67;0,54;573,89;51,7;8,28;35,04;10,32;27,58;7779;11635;5596;18178;12582;0,689
2504405;CONCEIÇÃO;PB;23;0;69,3;98,28;0,970981957;357,22;0,35974514;2;0,00182888;82,24;8,4;35,06;0,56;290,63;19,01;5,26;11,4;6,41;28,66;6781;12576;6930;18363;11433;0,592
3117108;CONCEIÇÃO DA APARECIDA;MG;314;0;91,6;99,87;0,882157796;655,24;0,341751527;37;0,044219124;83,72;10,48;9,49;0,45;579,34;33,8;5,67;20,97;7,5;26,45;5005;7101;3621;9820;6199;0,691
3201605;CONCEIÇÃO DA BARRA;ES;147;2;86,5;98,79;0,682032418;498,39;0,357235755;6;0,007865169;80,1;9,73;16,54;0,5;450,71;54,92;7,52;40,14;8,54;21,43;12375;18690;5874;28449;22575;0,681
3115201;CONCEIÇÃO DA BARRA DE MINAS;MG;71;0;92,4;99,16;0,969114619;713,46;0,345725847;37;0,02466991;80,88;7,44;8,83;0,49;511,91;45,75;4,7;28,05;10,41;34,87;1743;2878;1161;3954;2793;0,685
2908200;CONCEIÇÃO DA FEIRA;BA;24;1;85,2;98,64;0,732790156;382,68;0,387425825;8;0,001741149;83,41;8,16;17,13;0,56;348,39;38,63;2,43;35,75;0,76;26,3;8760;13784;7254;20391;13137;0,634
3117306;CONCEIÇÃO DAS ALAGOAS;MG;627;2;92;99,7;0,6863286;861,08;0,400512086;37;0,038840364;84,97;8,32;9,17;0,51;770,02;63,42;8,01;49,67;7,88;22,42;11145;16143;2163;23043;20880;0,712
3117207;CONCEIÇÃO DAS PEDRAS;MG;97;0;91,3;99,3;0,907808564;468,92;0,346671517;37;0,046882552;81,4;7,32;10;0,48;434,68;35,88;5,15;13,48;12,6;22,54;1170;2069;1240;2749;1509;0,668
3117405;CONCEIÇÃO DE IPANEMA;MG;22;0;85,9;99,11;0,671350031;512,08;0,319344704;37;0,006773399;81,78;8,69;15,89;0,54;497,4;28,86;6,63;13,64;5,13;33,37;2149;3248;2933;4456;1523;0,676
3301405;CONCEIÇÃO DE MACABU;RJ;165;2;91;99,75;0,580751139;695,04;0,343170996;19;0,010959086;79,79;9,15;10,41;0,48;614,57;59,8;9,2;44,26;10,19;27,3;10442;15056;2874;21211;18337;0,712
2908309;CONCEIÇÃO DO ALMEIDA;BA;24;0;81,2;98,98;0,862344516;344,42;0,360500866;8;0,001874268;87,17;8,26;21,91;0,56;290,98;38,63;3,93;30,51;2,72;24,62;6697;12805;9963;17889;7926;0,606
